STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
01,073,005500,2,1486,+33.572720,-086.800610
01,073,005600,1,853,+33.515662,-086.735652
01,073,005600,2,1436,+33.523665,-086.717593
01,073,005600,3,1056,+33.512367,-086.731471
01,073,005600,4,1146,+33.523490,-086.729152
01,073,005600,5,562,+33.528418,-086.709228
01,073,005701,1,437,+33.461004,-086.887044
01,073,005701,2,830,+33.455692,-086.891195
01,073,005701,3,723,+33.474377,-086.883712
01,073,005702,1,1068,+33.474695,-086.868549
01,073,005702,2,670,+33.468249,-086.869895
01,073,005702,3,698,+33.473169,-086.878408
01,073,005702,4,643,+33.464667,-086.878516
01,073,005800,1,729,+33.471777,-086.819165
01,073,005800,2,855,+33.477830,-086.817698
01,073,005800,3,765,+33.478380,-086.814691
01,073,005800,4,454,+33.482427,-086.808400
01,073,005903,1,1358,+33.593675,-086.674869
01,073,005903,2,1474,+33.591596,-086.687788
01,073,005903,3,2317,+33.604146,-086.681178
01,073,005905,1,1228,+33.596113,-086.702622
01,073,005905,2,1856,+33.602015,-086.710072
01,073,005905,3,2493,+33.612207,-086.694553
01,073,005907,1,2060,+33.614243,-086.668302
01,073,005908,1,968,+33.622541,-086.673834
01,073,005908,2,1867,+33.619260,-086.680367
01,073,005908,3,809,+33.628751,-086.680288
01,073,005909,1,2514,+33.610986,-086.719510
01,073,005910,1,1251,+33.627546,-086.710788
01,073,005910,2,1464,+33.639346,-086.708328
01,073,005910,3,1442,+33.624684,-086.723669
01,073,005910,4,952,+33.637742,-086.720255
01,073,010001,1,2052,+33.457429,-087.003088
01,073,010001,2,1507,+33.449895,-086.996032
01,073,010001,3,935,+33.446721,-087.007343
01,073,010001,4,1187,+33.460065,-086.984400
01,073,010002,1,1292,+33.426785,-086.980386
01,073,010002,2,1108,+33.411799,-086.992684
01,073,010002,3,2024,+33.432919,-086.991831
01,073,010002,4,731,+33.421177,-086.988204
01,073,010100,1,378,+33.422158,-086.944050
01,073,010100,2,405,+33.414074,-086.956830
01,073,010100,3,598,+33.416011,-086.950620
01,073,010200,1,1060,+33.399327,-086.966985
01,073,010200,2,801,+33.403177,-086.960484
01,073,010200,3,424,+33.394220,-086.959433
01,073,010301,1,717,+33.393813,-086.945015
01,073,010301,2,1191,+33.388928,-086.952243
01,073,010301,3,540,+33.396591,-086.949355
01,073,010302,1,412,+33.399771,-086.944289
01,073,010302,2,2044,+33.406631,-086.939114
01,073,010302,3,1414,+33.408816,-086.932486
01,073,010401,1,685,+33.383637,-086.956696
01,073,010401,2,856,+33.386397,-086.961734
01,073,010401,3,592,+33.387570,-086.967633
01,073,010401,4,558,+33.378592,-086.962979
01,073,010401,5,865,+33.376568,-086.955085
01,073,010402,1,1982,+33.379766,-086.978962
01,073,010500,1,433,+33.436499,-086.916294
01,073,010500,2,585,+33.428232,-086.924235
01,073,010500,3,563,+33.423197,-086.921244
01,073,010603,1,2277,+33.467334,-086.923579
01,073,010604,1,841,+33.476444,-086.911307
01,073,010604,2,1312,+33.471718,-086.911785
01,073,010604,3,860,+33.486964,-086.908767
01,073,010604,4,438,+33.484189,-086.914319
01,073,010604,5,1144,+33.480696,-086.910772
01,073,010605,1,936,+33.492605,-086.910507
01,073,010701,1,728,+33.474732,-086.810929
01,073,010701,2,1089,+33.480441,-086.806655
01,073,010702,1,1817,+33.473179,-086.793976
01,073,010702,2,1115,+33.483644,-086.796388
01,073,010702,3,1204,+33.471576,-086.800317
01,073,010702,4,762,+33.478032,-086.800855
01,073,010703,1,1779,+33.474392,-086.778577
01,073,010703,2,773,+33.479801,-086.783077
01,073,010704,1,3225,+33.465875,-086.792887
01,073,010704,2,2054,+33.455347,-086.812665
01,073,010705,1,1938,+33.468910,-086.807981
01,073,010705,2,727,+33.460647,-086.816692
01,073,010705,3,1460,+33.465982,-086.814235
01,073,010706,1,2408,+33.455726,-086.829115
01,073,010706,2,903,+33.464348,-086.835244
01,073,010706,3,1582,+33.434032,-086.842564
01,073,010801,1,2450,+33.510875,-086.748827
01,073,010801,2,1909,+33.506180,-086.748384
01,073,010801,3,819,+33.494445,-086.779464
01,073,010801,4,1934,+33.494001,-086.768178
01,073,010802,1,1697,+33.497933,-086.749466
01,073,010802,2,1936,+33.487228,-086.764437
01,073,010803,1,1068,+33.516256,-086.719686
01,073,010803,2,677,+33.526962,-086.693470
01,073,010803,3,1971,+33.524235,-086.704208
01,073,010803,4,881,+33.503193,-086.729949
01,073,010803,5,1917,+33.514244,-086.712992
01,073,010804,1,2336,+33.477271,-086.738070
01,073,010804,2,976,+33.467794,-086.741607
01,073,010806,1,3014,+33.493010,-086.723299
01,073,010806,2,2657,+33.501818,-086.705366
01,073,010806,3,815,+33.526265,-086.677158
01,073,010807,1,1450,+33.507013,-086.679972
01,073,010900,1,1020,+33.581175,-086.758395
01,073,010900,2,812,+33.573425,-086.780734
01,073,010900,3,643,+33.573352,-086.761323
01,073,010900,4,966,+33.575811,-086.769681
01,073,010900,5,645,+33.580847,-086.768167
01,073,010900,6,633,+33.578598,-086.775499
01,073,011002,1,1111,+33.554860,-086.554865
01,073,011002,2,863,+33.548074,-086.558624
01,073,011003,1,1204,+33.548977,-086.533010
01,073,011003,2,990,+33.541474,-086.550694
01,073,011004,1,701,+33.533674,-086.533635
01,073,011004,2,956,+33.542370,-086.569468
01,073,011004,3,1986,+33.536330,-086.577236
01,073,011108,1,1755,+33.614150,-086.630449
01,073,011108,2,1284,+33.629964,-086.616534
01,073,011108,3,713,+33.622884,-086.613408
01,073,011108,4,638,+33.600330,-086.645962
01,073,011108,5,782,+33.606744,-086.626608
01,073,011109,1,1277,+33.657301,-086.561281
01,073,011109,2,687,+33.624669,-086.605962
01,073,011109,3,2309,+33.639419,-086.595382
01,073,011110,1,1544,+33.695392,-086.639471
01,073,011110,2,1497,+33.695804,-086.623670
01,073,011110,3,820,+33.739063,-086.561259
01,073,011110,4,1952,+33.717409,-086.586303
01,073,011112,1,1418,+33.632433,-086.652262
01,073,011112,2,691,+33.649537,-086.641843
01,073,011112,3,1878,+33.638213,-086.654593
01,073,011113,1,1911,+33.627539,-086.648526
01,073,011113,2,1316,+33.644388,-086.637754
01,073,011113,3,779,+33.614264,-086.659070
01,073,011114,1,4841,+33.637817,-086.557132
01,073,011114,2,1053,+33.616754,-086.595859
01,073,011114,3,2125,+33.595921,-086.580261
01,073,011115,1,1017,+33.598431,-086.612780
01,073,011115,2,1004,+33.605368,-086.596541
01,073,011115,3,2879,+33.598805,-086.621585
01,073,011115,4,836,+33.577816,-086.615209
01,073,011116,1,973,+33.712657,-086.546977
01,073,011116,2,1846,+33.687010,-086.571148
01,073,011117,1,2326,+33.661774,-086.610174
01,073,011117,2,1091,+33.655323,-086.633412
01,073,011117,3,1020,+33.686256,-086.614325
01,073,011117,4,1583,+33.657687,-086.633252
01,073,011205,1,2172,+33.685693,-086.663044
01,073,011206,1,1913,+33.747930,-086.668233
01,073,011206,2,2093,+33.709552,-086.650603
01,073,011206,3,1407,+33.749479,-086.622692
01,073,011207,1,2416,+33.667555,-086.676479
01,073,011207,2,1832,+33.657016,-086.666804
01,073,011207,3,855,+33.655672,-086.675110
01,073,011208,1,1958,+33.664221,-086.657200
01,073,011208,2,1955,+33.672504,-086.645326
01,073,011208,3,646,+33.660566,-086.645890
01,073,011209,1,2045,+33.657009,-086.694733
01,073,011209,2,1191,+33.653507,-086.687010
01,073,011210,1,1624,+33.670847,-086.689162
01,073,011210,2,1129,+33.668170,-086.711274
01,073,011210,3,957,+33.665602,-086.686517
01,073,011301,1,900,+33.799201,-086.720748
01,073,011301,2,1558,+33.732275,-086.694641
01,073,011301,3,1104,+33.759057,-086.718684
01,073,011303,1,1998,+33.790861,-086.761707
01,073,011303,2,1915,+33.770846,-086.795345
01,073,011304,1,2185,+33.747660,-086.793729
01,073,011304,2,1563,+33.772606,-086.811697
01,073,011401,1,1257,+33.825192,-086.796872
01,073,011401,2,1260,+33.804839,-086.814718
01,073,011402,1,1770,+33.797034,-086.921614
01,073,011402,2,1364,+33.821431,-086.875311
01,073,011402,3,1044,+33.795761,-086.846445
01,073,011500,1,1102,+33.761953,-087.003422
01,073,011500,2,1497,+33.743117,-086.975621
01,073,011500,3,742,+33.732922,-087.007906
01,073,011500,4,1563,+33.698398,-087.026820
01,073,011500,5,1131,+33.777451,-086.961574
01,073,011600,1,809,+33.643491,-086.900881
01,073,011600,2,1857,+33.681713,-086.887764
01,073,011600,3,515,+33.632072,-086.925122
01,073,011600,4,682,+33.714490,-086.915284
01,073,011704,1,1031,+33.754523,-086.865178
01,073,011704,2,1350,+33.691130,-086.825394
01,073,011704,3,1962,+33.685694,-086.851754
01,073,011706,1,1176,+33.706922,-086.758587
01,073,011706,2,1128,+33.697400,-086.723684
01,073,011707,1,1545,+33.629412,-086.810259
01,073,011707,2,1557,+33.660426,-086.820410
01,073,011707,3,723,+33.644448,-086.817271
01,073,011708,1,1705,+33.640345,-086.832827
01,073,011708,2,2578,+33.657890,-086.857253
01,073,011708,3,2014,+33.638643,-086.859999
01,073,011709,1,2309,+33.644980,-086.782832
01,073,011709,2,1696,+33.627053,-086.795093
01,073,011709,3,951,+33.635163,-086.797525
01,073,011710,1,1118,+33.658479,-086.803882
01,073,011710,2,665,+33.665920,-086.808252
01,073,011710,3,1938,+33.692784,-086.806790
01,073,011803,1,2231,+33.624699,-086.698309
01,073,011803,2,1250,+33.636412,-086.692890
01,073,011803,3,1421,+33.630798,-086.694741
01,073,011804,1,1229,+33.648290,-086.704637
01,073,011804,2,972,+33.642066,-086.693228
01,073,011804,3,786,+33.648546,-086.691529
01,073,011805,1,654,+33.631449,-086.668468
01,073,011805,2,1451,+33.638015,-086.664379
01,073,011805,3,1447,+33.648091,-086.657341
01,073,011806,1,1572,+33.635980,-086.677113
01,073,011806,2,2079,+33.644771,-086.674277
01,073,011901,1,1751,+33.629632,-086.754168
01,073,011901,2,846,+33.618781,-086.756737
01,073,011901,3,329,+33.613084,-086.748178
01,073,011904,1,722,+33.596019,-086.746824
01,073,011904,2,375,+33.587039,-086.737859
01,073,011904,3,947,+33.596771,-086.727832
01,073,012001,1,2055,+33.581305,-086.889900
01,073,012001,2,656,+33.616696,-086.883608
01,073,012001,3,632,+33.611957,-086.899727
01,073,012001,4,906,+33.578908,-086.882583
01,073,012003,1,1214,+33.603141,-086.789760
01,073,012003,2,1032,+33.608312,-086.799861
01,073,012004,1,2116,+33.597627,-086.826115
01,073,012004,2,967,+33.604306,-086.811369
01,073,012004,3,984,+33.574566,-086.829953
01,073,012004,4,1603,+33.611821,-086.829461
01,073,012103,1,1217,+33.583062,-086.910674
01,073,012103,2,775,+33.597907,-086.932924
01,073,012103,3,683,+33.636029,-086.969056
01,073,012103,4,671,+33.621476,-086.966974
01,073,012103,5,931,+33.591955,-086.920530
01,073,012104,1,1465,+33.609891,-086.983144
01,073,012104,2,682,+33.599572,-086.960725
01,073,012104,3,659,+33.595710,-086.947813
01,073,012200,1,1176,+33.620058,-087.099595
01,073,012200,2,2846,+33.523681,-087.171959
01,073,012302,1,1016,+33.538102,-087.020950
01,073,012302,2,1382,+33.531225,-087.113755
01,073,012302,3,1520,+33.507253,-087.021244
01,073,012304,1,886,+33.495921,-086.967464
01,073,012304,2,1641,+33.504928,-086.962438
01,073,012306,1,1410,+33.469628,-086.970574
01,073,012306,2,904,+33.471929,-086.978693
01,073,012306,3,1267,+33.485314,-086.965133
01,073,012307,1,1221,+33.493577,-086.993122
01,073,012307,2,1880,+33.479793,-086.992776
01,073,012307,3,799,+33.490514,-086.980086
01,073,012401,1,1415,+33.568903,-086.889571
01,073,012401,2,2245,+33.561273,-086.879216
01,073,012402,1,1133,+33.554946,-086.894375
01,073,012402,2,942,+33.561006,-086.903613
01,073,012402,3,1014,+33.565234,-086.913993
01,073,012403,1,1806,+33.578709,-086.949288
01,073,012403,2,1154,+33.590080,-087.005119
01,073,012403,3,454,+33.581968,-086.941221
01,073,012500,1,587,+33.521103,-086.935378
01,073,012500,2,1153,+33.530776,-086.959906
01,073,012500,3,1497,+33.535831,-086.934152
01,073,012500,4,923,+33.557005,-086.978616
01,073,012602,1,715,+33.539090,-086.709933
01,073,012602,2,524,+33.537145,-086.704167
01,073,012602,3,511,+33.570634,-086.659705
01,073,012602,4,1356,+33.588911,-086.661630
01,073,012701,1,1156,+33.539854,-086.680160
01,073,012701,2,866,+33.547219,-086.621918
01,073,012701,3,1316,+33.553966,-086.650921
01,073,012701,4,743,+33.538413,-086.655355
01,073,012703,1,626,+33.433824,-086.706435
01,073,012703,2,2298,+33.469646,-086.685476
01,073,012703,3,2915,+33.487863,-086.660574
01,073,012703,4,1508,+33.486001,-086.678738
01,073,012704,1,1190,+33.495613,-086.596644
01,073,012704,2,1315,+33.518471,-086.597757
01,073,012802,1,664,+33.453257,-086.738796
01,073,012802,2,1049,+33.461324,-086.737374
01,073,012802,3,1396,+33.462529,-086.740719
01,073,012804,1,1075,+33.461125,-086.721260
01,073,012804,2,1866,+33.468934,-086.725603
01,073,012804,3,806,+33.460052,-086.727852
01,073,012805,1,1018,+33.449675,-086.733217
01,073,012805,2,1237,+33.442644,-086.719454
01,073,012905,1,1845,+33.441077,-086.780368
01,073,012905,2,2046,+33.452758,-086.775668
01,073,012905,3,876,+33.464216,-086.769147
01,073,012907,1,664,+33.394469,-086.762651
01,073,012907,2,1074,+33.388536,-086.777662
01,073,012907,3,1968,+33.404545,-086.777158
01,073,012907,4,1445,+33.397962,-086.771361
01,073,012908,1,790,+33.391165,-086.800575
01,073,012908,2,1157,+33.408067,-086.801965
01,073,012908,3,1003,+33.400712,-086.800294
01,073,012908,4,1402,+33.399602,-086.792991
01,073,012910,1,2709,+33.424556,-086.732795
01,073,012910,2,1994,+33.430295,-086.733744
01,073,012911,1,1928,+33.431775,-086.763734
01,073,012911,2,1390,+33.437006,-086.749733
01,073,012911,3,1674,+33.423486,-086.762117
01,073,012911,4,1765,+33.444165,-086.763834
01,073,012913,1,1895,+33.378542,-086.792269
01,073,012913,2,1026,+33.379251,-086.784003
01,073,012913,3,1500,+33.373894,-086.793642
01,073,012914,1,2206,+33.455880,-086.795698
01,073,012916,1,1447,+33.415437,-086.796086
01,073,012916,2,2501,+33.428849,-086.782591
01,073,012917,1,2153,+33.415032,-086.781980
01,073,012917,2,913,+33.404674,-086.787248
01,073,012918,1,874,+33.388282,-086.788728
01,073,012918,2,1598,+33.383729,-086.799783
01,073,012919,1,1440,+33.383421,-086.791034
01,073,012919,2,1401,+33.380819,-086.791013
01,073,012920,1,1011,+33.421459,-086.803223
01,073,012920,2,726,+33.430482,-086.803046
01,073,012920,3,1502,+33.426640,-086.805053
01,073,012921,1,1096,+33.447904,-086.796384
01,073,012921,2,1255,+33.434579,-086.793160
01,073,012921,3,1221,+33.439132,-086.799172
01,073,013002,1,1273,+33.469057,-086.851416
01,073,013002,2,538,+33.463813,-086.862779
01,073,013100,1,1805,+33.452991,-086.876892
01,073,013100,2,925,+33.440060,-086.900712
01,073,013100,3,445,+33.447781,-086.902370
01,073,013100,4,695,+33.446937,-086.894245
01,073,013200,1,676,+33.467069,-086.904569
01,073,013200,2,595,+33.462931,-086.903561
01,073,013200,3,918,+33.457866,-086.912311
01,073,013300,1,1075,+33.429418,-086.939578
01,073,013300,2,1289,+33.440373,-086.926641
01,073,013300,3,710,+33.429351,-086.932484
01,073,013400,1,943,+33.450841,-086.937085
01,073,013400,2,1625,+33.462230,-086.934173
01,073,013400,3,1249,+33.456600,-086.933398
01,073,013400,4,603,+33.453977,-086.945581
01,073,013601,1,679,+33.447401,-086.931600
01,073,013601,2,485,+33.438037,-086.940315
01,073,013601,3,316,+33.432487,-086.949112
01,073,013601,4,763,+33.447083,-086.946270
01,073,013601,5,675,+33.439778,-086.948472
01,073,013801,1,554,+33.409093,-086.977032
01,073,013801,2,553,+33.420279,-086.960257
01,073,013801,3,800,+33.410626,-086.979746
01,073,013901,1,1565,+33.468695,-086.958394
01,073,013902,1,1382,+33.444009,-086.978995
01,073,013902,2,887,+33.446443,-086.984547
01,073,014001,1,1167,+33.479394,-087.070407
01,073,014001,2,949,+33.463513,-087.042705
01,073,014001,3,1154,+33.468241,-087.075864
01,073,014001,4,594,+33.470614,-087.022547
01,073,014002,1,2185,+33.416192,-087.049162
01,073,014002,2,1325,+33.411722,-087.026142
01,073,014104,1,1958,+33.310183,-087.046692
01,073,014104,2,1398,+33.381571,-086.992086
01,073,014104,3,464,+33.341021,-087.038252
01,073,014105,1,1421,+33.348544,-086.986518
01,073,014105,2,506,+33.375636,-086.973948
01,073,014105,3,712,+33.365658,-086.990715
01,073,014105,4,2418,+33.353062,-087.003480
01,073,014106,1,1658,+33.389413,-087.114497
01,073,014106,2,1344,+33.317427,-087.078367
01,073,014107,1,1082,+33.484203,-087.247286
01,073,014107,2,1011,+33.466985,-087.168930
01,073,014205,1,1322,+33.278636,-086.946345
01,073,014205,2,1891,+33.301206,-086.924817
01,073,014206,1,1537,+33.275254,-086.986539
01,073,014206,2,1158,+33.347028,-086.977311
01,073,014206,3,2561,+33.315617,-086.983212
01,073,014207,1,1874,+33.325418,-086.994587
01,073,014207,2,1999,+33.274692,-087.037336
01,073,014207,3,2476,+33.311470,-087.019684
01,073,014208,1,1801,+33.336156,-086.900496
01,073,014208,2,1397,+33.332055,-086.896650
01,073,014208,3,1632,+33.337206,-086.880744
01,073,014208,4,1603,+33.322413,-086.909427
01,073,014209,1,790,+33.335830,-086.928415
01,073,014209,2,609,+33.353909,-086.922535
01,073,014209,3,3213,+33.347829,-086.888836
01,073,014301,1,1569,+33.362851,-086.958417
01,073,014301,2,728,+33.367363,-086.970589
01,073,014301,3,717,+33.354468,-086.945908
01,073,014303,1,1530,+33.406331,-086.905928
01,073,014303,2,1244,+33.393974,-086.884595
01,073,014303,3,1252,+33.401725,-086.887056
01,073,014303,4,2531,+33.383653,-086.894394
01,073,014304,1,940,+33.400181,-086.877475
01,073,014304,2,1550,+33.431264,-086.856710
01,073,014304,3,1214,+33.423432,-086.872465
01,073,014304,4,800,+33.442242,-086.859243
01,073,014404,1,2960,+33.438248,-086.824815
01,073,014404,2,1838,+33.422347,-086.810725
01,073,014404,3,1120,+33.434104,-086.815805
01,073,014405,1,1507,+33.421814,-086.837508
01,073,014405,2,1043,+33.418118,-086.828797
01,073,014405,3,1676,+33.423644,-086.821758
01,073,014406,1,2029,+33.403219,-086.829037
01,073,014406,2,1414,+33.394007,-086.838472
01,073,014406,3,1335,+33.410953,-086.834099
01,073,014406,4,1441,+33.411687,-086.818048
01,073,014408,1,2058,+33.365960,-086.816845
01,073,014408,2,0,+33.375299,-086.811696
01,073,014408,3,2177,+33.369361,-086.806875
01,073,014409,1,2432,+33.389393,-086.817560
01,073,014409,2,909,+33.403862,-086.811226
01,073,014410,1,1814,+33.343123,-086.839319
01,073,014410,2,1730,+33.366415,-086.829667
01,073,014410,3,2024,+33.342133,-086.860229
01,073,014412,1,1475,+33.390043,-086.850265
01,073,014412,2,2854,+33.407325,-086.849153
01,073,014414,1,1937,+33.371421,-086.841494
01,073,014414,2,2424,+33.364794,-086.858974
01,073,014414,3,2645,+33.379970,-086.836844
01,073,014415,1,1902,+33.405048,-086.859422
01,073,014415,2,2016,+33.359352,-086.868648
01,075,030000,1,872,+34.003286,-088.160873
01,075,030000,2,729,+33.938832,-088.012849
01,075,030000,3,950,+33.895008,-088.101119
01,075,030000,4,1861,+33.883066,-088.153863
01,075,030101,1,638,+33.731594,-088.119238
01,075,030101,2,770,+33.760275,-088.123832
01,075,030101,3,856,+33.725248,-088.198229
01,075,030101,4,1076,+33.787173,-088.146449
01,075,030102,1,633,+33.810326,-088.062369
01,075,030102,2,871,+33.740629,-088.023290
01,075,030102,3,707,+33.761042,-088.102271
01,075,030200,1,678,+33.641499,-088.026085
01,075,030200,2,1022,+33.570293,-088.006277
01,075,030200,3,1235,+33.554358,-088.120991
01,075,030200,4,1074,+33.619323,-088.170995
01,077,010100,1,2278,+34.805088,-087.674526
01,077,010200,1,1004,+34.800619,-087.680337
01,077,010200,2,825,+34.791998,-087.684351
01,077,010300,1,494,+34.800094,-087.686809
01,077,010300,2,756,+34.796624,-087.692876
01,077,010400,1,1514,+34.818851,-087.699964
01,077,010400,2,1915,+34.812391,-087.685069
01,077,010600,1,1077,+34.811777,-087.672882
01,077,010600,2,710,+34.816083,-087.675673
01,077,010600,3,885,+34.806418,-087.671152
01,077,010700,1,630,+34.806873,-087.645674
01,077,010700,2,952,+34.812944,-087.654906
01,077,010800,1,1345,+34.814162,-087.640185
01,077,010800,2,1508,+34.820836,-087.634027
01,077,010800,3,817,+34.819296,-087.621684
01,077,010901,1,1343,+34.830865,-087.648670
01,077,010901,2,1334,+34.836231,-087.637038
01,077,010901,3,1018,+34.823287,-087.658673
01,077,010902,1,1462,+34.823913,-087.666928
01,077,010902,2,1399,+34.838600,-087.656562
01,077,010902,3,953,+34.834392,-087.665554
01,077,011000,1,1240,+34.823379,-087.675683
01,077,011000,2,1688,+34.831968,-087.677799
01,077,011000,3,1555,+34.828835,-087.689186
01,077,011101,1,1860,+34.879163,-087.680821
01,077,011101,2,758,+34.864990,-087.685145
01,077,011101,3,1525,+34.871782,-087.703558
01,077,011101,4,1475,+34.844913,-087.699017
01,077,011102,1,1271,+34.858759,-087.695364
01,077,011102,2,1310,+34.852669,-087.671645
01,077,011102,3,1937,+34.848254,-087.682224
01,077,011200,1,1366,+34.833913,-087.737405
01,077,011200,2,1114,+34.829705,-087.834901
01,077,011200,3,1609,+34.873384,-087.812033
01,077,011300,1,894,+34.937946,-088.019534
01,077,011300,2,1296,+34.934174,-087.902112
01,077,011401,1,1813,+34.962810,-087.757605
01,077,011401,2,1545,+34.897049,-087.733046
01,077,011402,1,1430,+34.958534,-087.844631
01,077,011402,2,1518,+34.896595,-087.792866
01,077,011502,1,1071,+34.902173,-087.687531
01,077,011502,2,1987,+34.952953,-087.646327
01,077,011502,3,1235,+34.889055,-087.592206
01,077,011502,4,1208,+34.902625,-087.649722
01,077,011503,1,2025,+34.834213,-087.579670
01,077,011503,2,988,+34.847255,-087.594003
01,077,011504,1,790,+34.864081,-087.663199
01,077,011504,2,2763,+34.852878,-087.641983
01,077,011504,3,794,+34.849800,-087.610417
01,077,011602,1,655,+34.951740,-087.455940
01,077,011602,2,1671,+34.964705,-087.501385
01,077,011602,3,1298,+34.981745,-087.543989
01,077,011602,4,1174,+34.944312,-087.564431
01,077,011603,1,863,+34.913709,-087.575911
01,077,011603,2,1451,+34.903122,-087.499503
01,077,011603,3,1480,+34.894103,-087.530894
01,077,011603,4,979,+34.874992,-087.554590
01,077,011605,1,1721,+34.851887,-087.530235
01,077,011605,2,992,+34.844638,-087.483956
01,077,011606,1,2065,+34.871894,-087.475686
01,077,011606,2,2149,+34.842345,-087.436428
01,077,011700,1,842,+34.983449,-087.385850
01,077,011700,2,1272,+34.846730,-087.390124
01,077,011700,3,1034,+34.953039,-087.391413
01,077,011700,4,1319,+34.898401,-087.397439
01,077,011801,1,1364,+34.969006,-087.280089
01,077,011801,2,1885,+34.879407,-087.315950
01,077,011801,3,1327,+34.891076,-087.260344
01,077,011802,1,1155,+34.817350,-087.325801
01,077,011802,2,1454,+34.812247,-087.289103
01,077,011802,3,1130,+34.820629,-087.252996
01,079,979100,1,964,+34.631353,-087.184388
01,079,979100,2,559,+34.668889,-087.165669
01,079,979201,1,902,+34.729847,-087.396403
01,079,979201,2,972,+34.694955,-087.313229
01,079,979202,1,492,+34.651754,-087.302707
01,079,979202,2,741,+34.664401,-087.420598
01,079,979202,3,1018,+34.650506,-087.378280
01,079,979300,1,1017,+34.595008,-087.459179
01,079,979300,2,1245,+34.538607,-087.427379
01,079,979300,3,978,+34.587530,-087.398708
01,079,979300,4,1310,+34.559937,-087.330308
01,079,979400,1,1312,+34.494468,-087.282949
01,079,979400,2,948,+34.475271,-087.283284
01,079,979400,3,1044,+34.507122,-087.255417
01,079,979400,4,1095,+34.457535,-087.262137
01,079,979501,1,935,+34.578148,-087.137497
01,079,979501,2,1712,+34.578444,-087.176551
01,079,979502,1,1114,+34.562338,-087.270511
01,079,979502,2,1077,+34.572334,-087.233158
01,079,979502,3,1054,+34.530185,-087.205921
01,079,979600,1,1016,+34.541612,-087.178754
01,079,979600,2,1230,+34.539509,-087.151047
01,079,979600,3,1510,+34.541651,-087.119671
01,079,979600,4,1653,+34.491565,-087.155428
01,079,979700,1,1006,+34.443806,-087.159156
01,079,979700,2,984,+34.375177,-087.150215
01,079,979800,1,1419,+34.458809,-087.325384
01,079,979800,2,856,+34.403969,-087.266824
01,079,979800,3,1070,+34.505074,-087.332315
01,079,979900,1,1064,+34.480418,-087.432764
01,079,979900,2,776,+34.440634,-087.476692
01,081,040201,1,1188,+32.607364,-085.472520
01,081,040201,2,911,+32.606130,-085.476869
01,081,040201,3,1661,+32.610858,-085.473938
01,081,040202,1,987,+32.605877,-085.455229
01,081,040202,2,784,+32.612118,-085.452686
01,081,040202,3,1313,+32.616589,-085.455735
01,081,040300,1,889,+32.602061,-085.458995
01,081,040300,2,659,+32.601486,-085.470989
01,081,040300,3,1028,+32.602200,-085.478860
01,081,040401,1,787,+32.580498,-085.492448
01,081,040401,2,835,+32.573518,-085.492679
01,081,040401,3,721,+32.576282,-085.492062
01,081,040401,4,1189,+32.567381,-085.496696
01,081,040402,1,975,+32.593800,-085.458247
01,081,040402,2,1080,+32.591650,-085.469706
01,081,040403,1,1965,+32.583831,-085.480799
01,081,040501,1,1073,+32.601439,-085.420334
01,081,040501,2,1358,+32.591921,-085.442924
01,081,040501,3,614,+32.572822,-085.467060
01,081,040501,4,1325,+32.580172,-085.460720
01,081,040501,5,2144,+32.577369,-085.445406
01,081,040502,1,790,+32.564306,-085.483020
01,081,040502,2,3746,+32.538876,-085.512584
01,081,040602,1,886,+32.623385,-085.498773
01,081,040602,2,1096,+32.614357,-085.494930
01,081,040602,3,2910,+32.628082,-085.518967
01,081,040602,4,3362,+32.615594,-085.518483
01,081,040603,1,219,+32.593396,-085.517316
01,081,040603,2,1160,+32.594369,-085.520534
01,081,040605,1,964,+32.587434,-085.523801
01,081,040605,2,790,+32.579394,-085.532261
01,081,040606,1,843,+32.574991,-085.502058
01,081,040606,2,686,+32.581297,-085.511456
01,081,040606,3,1326,+32.570008,-085.509466
01,081,040607,1,1307,+32.565493,-085.523668
01,081,040700,1,1923,+32.594754,-085.491396
01,081,040700,2,3250,+32.602522,-085.491233
01,081,040801,1,2743,+32.607914,-085.496928
01,081,040802,1,1472,+32.608340,-085.484193
01,081,040802,2,660,+32.607803,-085.487968
01,081,040901,1,1412,+32.636783,-085.472440
01,081,040901,2,1740,+32.629419,-085.488607
01,081,040901,3,1074,+32.619259,-085.485790
01,081,040903,1,1029,+32.615151,-085.476235
01,081,040903,2,932,+32.611798,-085.484335
01,081,040904,1,1244,+32.624547,-085.456611
01,081,040904,2,3419,+32.620282,-085.473118
01,081,040904,3,974,+32.626175,-085.467460
01,081,041001,1,719,+32.673709,-085.470202
01,081,041001,2,538,+32.604888,-085.568277
01,081,041001,3,2545,+32.658635,-085.488458
01,081,041001,4,3574,+32.654616,-085.529078
01,081,041002,1,414,+32.579450,-085.618713
01,081,041002,2,466,+32.590051,-085.600436
01,081,041002,3,1343,+32.675090,-085.582100
01,081,041002,4,1995,+32.578204,-085.566894
01,081,041101,1,2070,+32.624433,-085.413255
01,081,041102,1,1005,+32.631628,-085.460062
01,081,041102,2,1106,+32.636864,-085.450115
01,081,041102,3,1889,+32.633144,-085.442970
01,081,041103,1,695,+32.641044,-085.437510
01,081,041103,2,1585,+32.637590,-085.431693
01,081,041104,1,704,+32.639178,-085.418700
